Env,Year,Field_Location,Experiment,Replicate,Block,Plot,Range,Pass,Hybrid,Hybrid_Parent1,Hybrid_Parent2,Plant_Height_cm,Ear_Height_cm,Yield_Mg_ha,Grain_Moisture
MOH1_2019,2019,MOH1,G2F_LH195,1,3,397,12,36,PHN11_PHW65_0225/LH195,PHN11_PHW65_0225,LH195,192,85,10.5630793809918,18.6
MOH1_2019,2019,MOH1,G2F_LH195,1,3,398,12,35,PHN11_PHW65_0237/LH195,PHN11_PHW65_0237,LH195,203,104,8.11587664699203,18
MOH1_2019,2019,MOH1,G2F_LH195,1,3,399,12,34,PHN11_PHW65_0138/LH195,PHN11_PHW65_0138,LH195,197,75,7.64547773921605,17.3
MOH1_2019,2019,MOH1,G2F_LH195,1,3,400,12,33,PHN11_PHW65_0015/LH195,PHN11_PHW65_0015,LH195,185,100,7.39809685696492,17.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,801,12,32,PHW65_MOG_0025/LH195,PHW65_MOG_0025,LH195,183,84,4.70858430408389,18.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,802,12,31,PHW65_MOG_0449/LH195,PHW65_MOG_0449,LH195,182,94,3.13087860321313,17.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,803,12,30,B37/MO17,B37,MO17,195,79,3.74788290468855,18.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,804,12,29,PHW65_MOG_0338/LH195,PHW65_MOG_0338,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,805,12,28,B37/OH43,B37,OH43,221,106,7.85848279377037,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,806,12,27,PHW65_MOG_0183/LH195,PHW65_MOG_0183,LH195,191,100,7.85729320115681,18.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,807,12,26,PHW65_MOG_0196/LH195,PHW65_MOG_0196,LH195,200,89,6.08685310386739,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,808,12,25,PHW65_MOG_0075/LH195,PHW65_MOG_0075,LH195,199,97,6.64557416494869,17.5
MOH1_2019,2019,MOH1,G2F_LH195,2,4,809,12,24,PHW65_MOG_0554/LH195,PHW65_MOG_0554,LH195,198,97,7.53406389386279,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,810,12,23,PHW65_MOG_0155/LH195,PHW65_MOG_0155,LH195,203,94,5.27779417318109,18.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,811,12,22,PHW65_MOG_0146/LH195,PHW65_MOG_0146,LH195,207,87,7.2839367520922,18.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,812,12,21,PHW65_MOG_0199/LH195,PHW65_MOG_0199,LH195,194,76,6.00166467738981,19
MOH1_2019,2019,MOH1,G2F_LH195,2,4,813,12,20,PHW65_MOG_0041/LH195,PHW65_MOG_0041,LH195,201,92,8.66213757515494,18
MOH1_2019,2019,MOH1,G2F_LH195,2,4,814,12,19,PHW65_MOG_0442/LH195,PHW65_MOG_0442,LH195,197,107,7.52135224707753,19
MOH1_2019,2019,MOH1,G2F_LH195,2,4,815,12,18,PHW65_MOG_0159/LH195,PHW65_MOG_0159,LH195,195,102,5.97197244575447,18.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,816,12,17,PHW65_MOG_0377/LH195,PHW65_MOG_0377,LH195,203,99,6.68160862463251,19.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,817,12,16,PHW65_MOG_0098/LH195,PHW65_MOG_0098,LH195,194,87,5.99619934903935,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,818,12,15,PHW65_MOG_0410/LH195,PHW65_MOG_0410,LH195,188,104,6.73956557676688,18.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,819,12,14,PHW65_MOG_0054/LH195,PHW65_MOG_0054,LH195,188,85,7.14760943857417,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,820,12,13,PHW65_MOG_0016/LH195,PHW65_MOG_0016,LH195,202,102,7.06887200289835,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,821,12,12,PHW65_MOG_0444/LH195,PHW65_MOG_0444,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,822,12,11,PHW65_MOG_0180/LH195,PHW65_MOG_0180,LH195,199,106,6.08425639313371,19
MOH1_2019,2019,MOH1,G2F_LH195,2,4,823,12,10,CG119/CG108,CG119,CG108,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,824,12,9,PHW65_MOG_0448/LH195,PHW65_MOG_0448,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,825,12,8,PHW65_MOG_0162/LH195,PHW65_MOG_0162,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,826,12,7,PHW65_MOG_0588/LH195,PHW65_MOG_0588,LH195,192,88,5.90627974279571,19.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,827,12,6,PHW65_MOG_0079/LH195,PHW65_MOG_0079,LH195,178,91,5.80241811112073,19.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,828,12,5,PHW65_MOG_0121/LH195,PHW65_MOG_0121,LH195,208,93,7.34198887163563,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,829,12,4,B37/H95,B37,H95,209,96,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,830,12,3,PHW65_MOG_0410/LH195,PHW65_MOG_0410,LH195,194,105,6.32971353418689,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,831,12,2,PHW65_MOG_0085/LH195,PHW65_MOG_0085,LH195,193,98,4.14904072468117,19.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,832,12,1,PHW65_MOG_0064/LH195,PHW65_MOG_0064,LH195,198,100,6.5020277236842,17.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,833,13,1,PHW65_MOG_0401/LH195,PHW65_MOG_0401,LH195,190,85,6.54338476060481,18.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,834,13,2,PHW65_MOG_0629/LH195,PHW65_MOG_0629,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,835,13,3,PHW65_MOG_0071/LH195,PHW65_MOG_0071,LH195,170,78,4.2286958460875,19
MOH1_2019,2019,MOH1,G2F_LH195,2,4,836,13,4,PHW65_MOG_0051/LH195,PHW65_MOG_0051,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,837,13,5,PHW65_MOG_0384/LH195,PHW65_MOG_0384,LH195,193,96,7.19930573472504,19.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,838,13,6,PHW65_MOG_0006/LH195,PHW65_MOG_0006,LH195,213,103,6.80433379632309,19.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,839,13,7,PHW65_MOG_0175/LH195,PHW65_MOG_0175,LH195,194,92,5.64255725686976,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,840,13,8,PHW65_MOG_0012/LH195,PHW65_MOG_0012,LH195,183,83,5.92638045912943,18.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,841,13,9,PHW65_MOG_0340/LH195,PHW65_MOG_0340,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,842,13,10,PHW65_MOG_0296/LH195,PHW65_MOG_0296,LH195,186,80,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,843,13,11,PHW65_MOG_0191/LH195,PHW65_MOG_0191,LH195,196,93,4.67285573964357,19.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,844,13,12,PHW65_MOG_0420/LH195,PHW65_MOG_0420,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,845,13,13,PHW65_MOG_0310/LH195,PHW65_MOG_0310,LH195,197,95,7.09935956216681,20.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,846,13,14,PHW65_MOG_0082/LH195,PHW65_MOG_0082,LH195,184,100,4.73150605432985,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,847,13,15,B37/H95,B37,H95,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,848,13,16,PHW65_MOG_0438/LH195,PHW65_MOG_0438,LH195,199,107,5.10252299633001,20.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,849,13,17,PHW65_MOG_0218/LH195,PHW65_MOG_0218,LH195,193,91,6.39416906082756,18.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,850,13,18,PHW65_MOG_0401/LH195,PHW65_MOG_0401,LH195,188,85,7.06675112921011,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,851,13,19,PHW65_MOG_0124/LH195,PHW65_MOG_0124,LH195,210,103,6.78372325458351,18.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,852,13,20,PHW65_MOG_0116/LH195,PHW65_MOG_0116,LH195,197,92,8.46383588530464,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,853,13,21,PHW65_MOG_0157/LH195,PHW65_MOG_0157,LH195,196,95,5.92790993534691,18.5
MOH1_2019,2019,MOH1,G2F_LH195,2,4,854,13,22,PHW65_MOG_0392/LH195,PHW65_MOG_0392,LH195,200,109,7.73076133310271,19.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,855,13,23,PHW65_MOG_0223/LH195,PHW65_MOG_0223,LH195,203,87,4.78697505848377,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,856,13,24,PHW65_MOG_0343/LH195,PHW65_MOG_0343,LH195,198,93,7.7870324625618,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,857,13,25,PHW65_MOG_0001/LH195,PHW65_MOG_0001,LH195,209,83,7.84832027401428,18
MOH1_2019,2019,MOH1,G2F_LH195,2,4,858,13,26,PHW65_MOG_0038/LH195,PHW65_MOG_0038,LH195,193,92,6.6914856421614,17.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,859,13,27,PHW65_MOG_0513/LH195,PHW65_MOG_0513,LH195,194,95,7.23685607528213,17.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,860,13,28,PHW65_MOG_0115/LH195,PHW65_MOG_0115,LH195,190,95,7.02493185058819,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,861,13,29,PHW65_MOG_0490/LH195,PHW65_MOG_0490,LH195,203,96,4.89439187265539,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,862,13,30,PHW65_MOG_0062/LH195,PHW65_MOG_0062,LH195,188,96,5.13169860488744,19
MOH1_2019,2019,MOH1,G2F_LH195,2,4,863,13,31,PHW65_MOG_0061/LH195,PHW65_MOG_0061,LH195,205,100,4.50874634034405,19.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,864,13,32,PHW65_MOG_0109/LH195,PHW65_MOG_0109,LH195,186,95,3.77268081242795,17.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,865,13,33,PHW65_MOG_0132/LH195,PHW65_MOG_0132,LH195,207,101,5.95024708579419,18.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,866,13,34,PHW65_MOG_0422/LH195,PHW65_MOG_0422,LH195,203,90,5.75228527954779,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,867,13,35,PHW65_MOG_0424/LH195,PHW65_MOG_0424,LH195,208,116,7.81717334055429,17.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,868,13,36,PHW65_MOG_0056/LH195,PHW65_MOG_0056,LH195,190,104,7.73630143584605,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,869,14,36,PHW65_MOG_0350/LH195,PHW65_MOG_0350,LH195,212,109,9.69169939269723,18.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,870,14,35,PHW65_MOG_0117/LH195,PHW65_MOG_0117,LH195,200,112,7.00744823800435,17.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,871,14,34,PHW65_MOG_0003/LH195,PHW65_MOG_0003,LH195,226,108,6.45920238959478,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,872,14,33,PHW65_MOG_0115/LH195,PHW65_MOG_0115,LH195,182,80,6.64869429643234,19.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,873,14,32,PHW65_MOG_0001/LH195,PHW65_MOG_0001,LH195,198,110,5.97968100589057,18.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,874,14,31,PHW65_MOG_0122/LH195,PHW65_MOG_0122,LH195,200,102,4.26699393057319,18.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,875,14,30,PHW65_MOG_0439/LH195,PHW65_MOG_0439,LH195,194,90,7.10631358070226,18.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,876,14,29,PHW65_MOG_0575/LH195,PHW65_MOG_0575,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,877,14,28,PHW65_MOG_0379/LH195,PHW65_MOG_0379,LH195,181,100,8.21175781164781,18.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,878,14,27,PHW65_MOG_0534/LH195,PHW65_MOG_0534,LH195,203,91,6.53114895086502,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,879,14,26,PHW65_MOG_0111/LH195,PHW65_MOG_0111,LH195,192,85,7.26089264374883,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,880,14,25,PHW65_MOG_0554/LH195,PHW65_MOG_0554,LH195,211,105,7.05070862310679,18.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,881,14,24,PHW65_MOG_0194/LH195,PHW65_MOG_0194,LH195,211,104,7.29209395858544,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,882,14,23,PHW65_MOG_0170/LH195,PHW65_MOG_0170,LH195,183,100,4.84837843036152,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,883,14,22,PHW65_MOG_0221/LH195,PHW65_MOG_0221,LH195,218,107,6.75616549198063,18.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,884,14,21,PHW65_MOG_0003/LH195,PHW65_MOG_0003,LH195,195,82,6.23133082620655,19.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,885,14,20,PHW65_MOG_0032/LH195,PHW65_MOG_0032,LH195,185,86,6.2779492613153,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,886,14,19,B37/MO17,B37,MO17,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,887,14,18,PHW65_MOG_0232/LH195,PHW65_MOG_0232,LH195,193,104,6.61848544171913,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,888,14,17,PHW65_MOG_0341/LH195,PHW65_MOG_0341,LH195,193,90,5.33155016397143,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,889,14,16,PHW65_MOG_0588/LH195,PHW65_MOG_0588,LH195,185,85,4.54674532725832,19.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,890,14,15,PHW65_MOG_0517/LH195,PHW65_MOG_0517,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,891,14,14,PHW65_MOG_0223/LH195,PHW65_MOG_0223,LH195,208,90,4.59634114273713,19.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,892,14,13,PHW65_MOG_0203/LH195,PHW65_MOG_0203,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,893,14,12,MO44_PHW65_0115/LH195,MO44_PHW65_0115,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,894,14,11,PHW65_MOG_0567/LH195,PHW65_MOG_0567,LH195,195,86,5.53371293156184,19.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,895,14,10,PHW65_MOG_0224/LH195,PHW65_MOG_0224,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,896,14,9,PHW65_MOG_0620/LH195,PHW65_MOG_0620,LH195,195,95,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,897,14,8,B37/OH43,B37,OH43,194,71,4.43217736206098,19.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,898,14,7,PHW65_MOG_0059/LH195,PHW65_MOG_0059,LH195,190,75,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,899,14,6,PHW65_MOG_0467/LH195,PHW65_MOG_0467,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,900,14,5,PHW65_MOG_0050/LH195,PHW65_MOG_0050,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,901,14,4,PHW65_MOG_0268/LH195,PHW65_MOG_0268,LH195,199,85,4.01291734132548,19.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,902,14,3,PHW65_MOG_0379/LH195,PHW65_MOG_0379,LH195,178,85,5.59971832743618,19
MOH1_2019,2019,MOH1,G2F_LH195,2,4,903,14,2,PHW65_MOG_0057/LH195,PHW65_MOG_0057,LH195,179,90,4.33420931207736,20.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,904,14,1,PHW65_MOG_0125/LH195,PHW65_MOG_0125,LH195,181,80,7.66501424876734,19.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,905,15,1,PHW65_MOG_0352/LH195,PHW65_MOG_0352,LH195,205,82,7.82833511810586,18.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,906,15,2,PHW65_MOG_0675/LH195,PHW65_MOG_0675,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,907,15,3,PHW65_MOG_0553/LH195,PHW65_MOG_0553,LH195,164,85,6.2065465138113,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,908,15,4,PHW65_MOG_0085/LH195,PHW65_MOG_0085,LH195,206,97,7.3636734455635,19.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,909,15,5,CG44/CGR01,CGR01,CG44,190,82,6.06374101880325,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,910,15,6,PHW65_MOG_0072/LH195,PHW65_MOG_0072,LH195,185,65,6.01326150595435,19.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,911,15,7,PHW65_MOG_0591/LH195,PHW65_MOG_0591,LH195,195,100,6.52218961906659,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,912,15,8,PHW65_MOG_0069/LH195,PHW65_MOG_0069,LH195,198,95,4.64667110680032,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,913,15,9,PHW65_MOG_0431/LH195,PHW65_MOG_0431,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,914,15,10,PHW65_MOG_0179/LH195,PHW65_MOG_0179,LH195,175,95,4.26699393057319,18.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,915,15,11,PHW65_MOG_0306/LH195,PHW65_MOG_0306,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,916,15,12,PHW65_MOG_0050/LH195,PHW65_MOG_0050,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,917,15,13,PHW65_MOG_0009/LH195,PHW65_MOG_0009,LH195,194,100,7.56319871638772,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,918,15,14,PHW65_MOG_0069/LH195,PHW65_MOG_0069,LH195,200,110,6.33287445170306,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,919,15,15,PHW65_MOG_0224/LH195,PHW65_MOG_0224,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,920,15,16,PHW65_MOG_0575/LH195,PHW65_MOG_0575,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,4,921,15,17,PHW65_MOG_0262/LH195,PHW65_MOG_0262,LH195,196,85,6.59526459390173,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,922,15,18,PHW65_MOG_0215/LH195,PHW65_MOG_0215,LH195,203,100,7.33854924956434,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,923,15,19,PHW65_MOG_0321/LH195,PHW65_MOG_0321,LH195,195,90,7.76301628711136,17.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,924,15,20,PHW65_MOG_0294/LH195,PHW65_MOG_0294,LH195,217,120,6.49541358875257,19.5
MOH1_2019,2019,MOH1,G2F_LH195,2,4,925,15,21,PHW65_MOG_0048/LH195,PHW65_MOG_0048,LH195,191,95,5.4039453715988,19.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,926,15,22,PHW65_MOG_0159/LH195,PHW65_MOG_0159,LH195,210,102,5.67306520915443,18.5
MOH1_2019,2019,MOH1,G2F_LH195,2,4,927,15,23,PHW65_MOG_0029/LH195,PHW65_MOG_0029,LH195,195,85,6.78372325458351,18.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,928,15,24,PHW65_MOG_0122/LH195,PHW65_MOG_0122,LH195,207,100,4.34493603861595,19.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,929,15,25,PHW65_MOG_0311/LH195,PHW65_MOG_0311,LH195,196,95,8.17107374426283,19
MOH1_2019,2019,MOH1,G2F_LH195,2,4,930,15,26,PHW65_MOG_0108/LH195,PHW65_MOG_0108,LH195,181,85,6.46919496754899,18.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,931,15,27,PHW65_MOG_0423/LH195,PHW65_MOG_0423,LH195,183,80,6.7615628436103,18.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,932,15,28,PHW65_MOG_0236/LH195,PHW65_MOG_0236,LH195,206,102,9.10809205413948,18.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,933,15,29,PHW65_MOG_0036/LH195,PHW65_MOG_0036,LH195,198,83,9.03036747160324,18.5
MOH1_2019,2019,MOH1,G2F_LH195,2,4,934,15,30,PHW65_MOG_0316/LH195,PHW65_MOG_0316,LH195,185,104,5.12533598382272,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,935,15,31,PHW65_MOG_0152/LH195,PHW65_MOG_0152,LH195,178,95,6.01075316495768,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,4,936,15,32,PHW65_MOG_0050/LH195,PHW65_MOG_0050,LH195,221,102,7.9848719107108,18.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,937,15,33,PHW65_MOG_0118/LH195,PHW65_MOG_0118,LH195,186,90,7.05201377614567,17.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,938,15,34,PHW65_MOG_0087/LH195,PHW65_MOG_0087,LH195,205,112,7.44195543721011,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,939,15,35,PHW65_MOG_0116/LH195,PHW65_MOG_0116,LH195,203,101,6.05903702972549,18
MOH1_2019,2019,MOH1,G2F_LH195,2,4,940,15,36,PHW65_MOG_0499/LH195,PHW65_MOG_0499,LH195,189,95,9.70231055881052,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,941,16,36,PHW65_MOG_0040/LH195,PHW65_MOG_0040,LH195,197,85,8.29212668862229,17.8
MOH1_2019,2019,MOH1,G2F_LH195,2,4,942,16,35,PHW65_MOG_0354/LH195,PHW65_MOG_0354,LH195,187,80,6.56753009182481,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,943,16,34,PHW65_MOG_0034/LH195,PHW65_MOG_0034,LH195,208,95,6.99464142381001,18.4
MOH1_2019,2019,MOH1,G2F_LH195,2,4,944,16,33,PHW65_MOG_0448/LH195,PHW65_MOG_0448,LH195,174,82,7.38142896503038,18.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,945,16,32,PHW65_MOG_0277/LH195,PHW65_MOG_0277,LH195,195,97,5.5265073991595,18.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,946,16,31,PHW65_MOG_0015/LH195,PHW65_MOG_0015,LH195,202,87,6.91435411890042,18.3
MOH1_2019,2019,MOH1,G2F_LH195,2,4,947,16,30,PHW65_MOG_0086/LH195,PHW65_MOG_0086,LH195,183,82,6.45183371306256,18.6
MOH1_2019,2019,MOH1,G2F_LH195,2,4,948,16,29,PHW65_MOG_0143/LH195,PHW65_MOG_0143,LH195,202,101,8.04603736406587,18.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,949,16,28,PHW65_MOG_0476/LH195,PHW65_MOG_0476,LH195,201,105,10.4370505406715,18.2
MOH1_2019,2019,MOH1,G2F_LH195,2,4,950,16,27,PHW65_MOG_0142/LH195,PHW65_MOG_0142,LH195,190,85,7.70720739935357,17.9
MOH1_2019,2019,MOH1,G2F_LH195,2,4,951,16,26,PHW65_MOG_0038/LH195,PHW65_MOG_0038,LH195,184,85,6.69659749156386,17.7
MOH1_2019,2019,MOH1,G2F_LH195,2,4,952,16,25,PHW65_MOG_0542/LH195,PHW65_MOG_0542,LH195,188,90,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,953,16,24,PHN11_PHW65_0284/LH195,PHN11_PHW65_0284,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,954,16,23,PHN11_PHW65_0065/LH195,PHN11_PHW65_0065,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,955,16,22,PHN11_PHW65_0028/LH195,PHN11_PHW65_0028,LH195,187,81,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,956,16,21,PHN11_PHW65_0139/LH195,PHN11_PHW65_0139,LH195,199,94,4.86637186835116,19.2
MOH1_2019,2019,MOH1,G2F_LH195,2,5,957,16,20,PHN11_PHW65_0089/LH195,PHN11_PHW65_0089,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,958,16,19,PHN11_PHW65_0168/LH195,PHN11_PHW65_0168,LH195,192,76,7.72759361791453,18.8
MOH1_2019,2019,MOH1,G2F_LH195,2,5,959,16,18,PHN11_PHW65_0117/LH195,PHN11_PHW65_0117,LH195,178,72,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,960,16,17,PHN11_PHW65_0421/LH195,PHN11_PHW65_0421,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,961,16,16,PHN11_PHW65_0395/LH195,PHN11_PHW65_0395,LH195,186,78,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,962,16,15,PHN11_PHW65_0072/LH195,PHN11_PHW65_0072,LH195,166,70,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,963,16,14,PHN11_PHW65_0143/LH195,PHN11_PHW65_0143,LH195,157,70,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,964,16,13,PHN11_PHW65_0464/LH195,PHN11_PHW65_0464,LH195,167,73,6.94563700580199,19.1
MOH1_2019,2019,MOH1,G2F_LH195,2,5,965,16,12,PHN11_PHW65_0266/LH195,PHN11_PHW65_0266,LH195,NA,NA,NA,NA
MOH1_2019,2019,MOH1,G2F_LH195,2,5,966,16,11,PHN11_PHW65_0137/LH195,PHN11_PHW65_0137,LH195,190,87,6.31791957313214,19.6
MOH1_2019,2019,MOH1,G2F_LH195,2,5,967,16,10,MO44_PHW65_0115/LH195,MO44_PHW65_0115,LH195,180,82,5.76967372472251,18.7
MOH1_2019,2019,MOH1,G2F_LH195,2,5,968,16,9,PHN11_PHW65_0393/LH195,PHN11_PHW65_0393,LH195,180,80,4.75342854678039,19.9
MOH1_2019,2019,MOH1,G2F_LH195,2,5,969,16,8,PHN11_PHW65_0080/LH195,PHN11_PHW65_0080,LH195,182,80,4.642442954768,18.6
