"genotype","parent1","parent2","env","block","rep","row","col","yield","brix","firmness","fruit_wt","maturity","shelf_life"
"PLB-033xTOM-0003","PLB-033","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,8,10,89.62,NA,NA,74.7,111.65,18.65
"PLB-053xTOM-0003","PLB-053","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,4,12,92.67,NA,NA,77.04,112.63,20.17
"PLB-049xTOM-0003","PLB-049","TOM-0003","EAST-2024-L3","EAST-2024-L3-B1",1,12,1,84.21,NA,NA,64.44,116.56,20.06
"PLA-042xTOM-0001","PLA-042","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,3,12,72.43,NA,NA,82.4,104.51,17.07
"PLA-058xTOM-0001","PLA-058","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,2,9,97.59,NA,NA,81.93,98.56,16.76
"PLA-002xTOM-0001","PLA-002","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,9,5,97.6,NA,NA,83.42,102.12,14.97
"PLA-051xTOM-0001","PLA-051","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,1,3,103.68,NA,NA,88.85,105.96,20.03
"PLA-025xTOM-0001","PLA-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,8,3,99.48,NA,NA,90.92,106.61,13.32
"PLA-008xTOM-0001","PLA-008","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,3,11,93.48,NA,NA,90.25,104.84,14.73
"PLA-015xTOM-0001","PLA-015","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,11,2,95.25,NA,NA,90.88,107.3,20.14
"PLA-057xTOM-0001","PLA-057","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,6,2,87.58,NA,NA,87.87,104.48,17.48
"PLA-055xTOM-0001","PLA-055","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,1,6,91.17,NA,NA,84.56,98.39,15.18
"PLA-030xTOM-0001","PLA-030","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,5,2,105.96,NA,NA,87.71,109.54,14.35
"PLA-053xTOM-0001","PLA-053","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,10,3,93.7,NA,NA,86.77,98.59,23.65
"PLA-043xTOM-0001","PLA-043","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,7,4,88.54,NA,NA,82.19,100.24,18.17
"PLB-029xTOM-0001","PLB-029","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,3,1,104.63,NA,NA,94.49,104.74,20.58
"PLB-048xTOM-0001","PLB-048","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,6,12,96.65,NA,NA,81.36,103.46,19.19
"PLB-019xTOM-0001","PLB-019","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,8,8,85.7,NA,NA,91.56,107.83,13.31
"PLB-030xTOM-0001","PLB-030","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,4,5,81.82,NA,NA,85.72,103.89,14.33
"PLB-047xTOM-0001","PLB-047","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,11,5,101.19,NA,NA,72.69,106.72,20.77
"PLB-008xTOM-0001","PLB-008","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,9,10,93.07,NA,NA,89.85,102.6,16.31
"PLB-025xTOM-0001","PLB-025","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,10,10,93.51,NA,NA,78.59,105.48,19.13
"PLB-022xTOM-0001","PLB-022","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,1,7,80.12,NA,NA,72.29,102.35,18.02
"PLB-026xTOM-0001","PLB-026","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,8,4,105.61,NA,NA,84.12,101.07,18.63
"PLB-033xTOM-0001","PLB-033","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,8,9,77.63,NA,NA,73.86,101.26,15.87
"PLB-053xTOM-0001","PLB-053","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,8,5,89.72,NA,NA,80.12,103.53,17.68
"PLB-049xTOM-0001","PLB-049","TOM-0001","EAST-2024-L3","EAST-2024-L3-B2",2,5,7,79.27,NA,NA,76.4,102.71,16.24
"PLA-042xTOM-0002","PLA-042","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,3,6,65.5,NA,NA,81.47,100.5,18.11
"PLA-058xTOM-0002","PLA-058","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,12,10,86.54,NA,NA,83.65,102.76,16.29
"PLA-002xTOM-0002","PLA-002","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,2,7,80.91,NA,NA,70.24,103.61,13.49
"PLA-051xTOM-0002","PLA-051","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,8,6,72.62,NA,NA,77.9,101.19,15.35
"PLA-025xTOM-0002","PLA-025","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,11,4,88.69,NA,NA,88.19,106.29,16.39
"PLA-008xTOM-0002","PLA-008","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,2,4,84.34,NA,NA,82.78,106.35,15.1
"PLA-015xTOM-0002","PLA-015","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,3,8,100.06,NA,NA,73.67,99.98,14.48
"PLA-057xTOM-0002","PLA-057","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,8,7,69.29,NA,NA,72.27,100.98,15.68
"PLA-055xTOM-0002","PLA-055","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,4,8,74.21,NA,NA,87.88,97.4,15.85
"PLA-030xTOM-0002","PLA-030","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,5,12,83.55,NA,NA,91.36,106.25,13.86
"PLA-053xTOM-0002","PLA-053","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,12,11,79.95,NA,NA,72.53,100.33,20.64
"PLA-043xTOM-0002","PLA-043","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,7,7,46.49,NA,NA,68.77,95.45,17.79
"PLB-029xTOM-0002","PLB-029","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,5,8,82.31,NA,NA,79.24,99.9,18.14
"PLB-048xTOM-0002","PLB-048","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,6,3,100.61,NA,NA,76.39,102.37,20.63
"PLB-019xTOM-0002","PLB-019","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,2,5,100.08,NA,NA,80.24,108.24,17.08
"PLB-030xTOM-0002","PLB-030","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,4,2,87.44,NA,NA,76.28,104.05,14.82
"PLB-047xTOM-0002","PLB-047","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,9,4,102.88,NA,NA,76.13,108.3,17.95
"PLB-008xTOM-0002","PLB-008","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,7,1,84.28,NA,NA,94.09,113.12,20.26
"PLB-025xTOM-0002","PLB-025","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,4,7,89.62,NA,NA,73.74,105.96,17.44
"PLB-022xTOM-0002","PLB-022","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,4,11,82.4,NA,NA,76.37,107.5,18.81
"PLB-026xTOM-0002","PLB-026","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,11,8,95,NA,NA,77.2,101.51,17.88
"PLB-033xTOM-0002","PLB-033","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,9,12,79.2,NA,NA,70.83,107.03,15.87
"PLB-053xTOM-0002","PLB-053","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,1,2,87,NA,NA,75.6,110.55,16.58
"PLB-049xTOM-0002","PLB-049","TOM-0002","EAST-2024-L3","EAST-2024-L3-B2",2,12,8,73.32,NA,NA,73.87,107.29,17.27
"PLA-042xTOM-0003","PLA-042","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,4,9,61.16,NA,NA,72.04,104.44,18.61
"PLA-058xTOM-0003","PLA-058","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,11,12,83.37,NA,NA,89.3,101.4,21.14
"PLA-002xTOM-0003","PLA-002","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,3,7,92.59,NA,NA,71.4,104.5,17.1
"PLA-051xTOM-0003","PLA-051","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,4,10,61.53,NA,NA,68.11,108.22,18.03
"PLA-025xTOM-0003","PLA-025","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,2,12,88.59,NA,NA,83.83,108.06,16.66
"PLA-008xTOM-0003","PLA-008","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,10,4,69.87,NA,NA,76.16,110.3,17.03
"PLA-015xTOM-0003","PLA-015","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,11,7,82.27,NA,NA,70.12,106.05,17.32
"PLA-057xTOM-0003","PLA-057","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,9,9,66,NA,NA,72.76,108.86,16.99
"PLA-055xTOM-0003","PLA-055","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,5,5,76.99,NA,NA,78.8,103.44,16.44
"PLA-030xTOM-0003","PLA-030","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,3,5,74.73,NA,NA,79.49,112.87,17.26
"PLA-053xTOM-0003","PLA-053","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,10,7,85.97,NA,NA,67.09,105.44,19.25
"PLA-043xTOM-0003","PLA-043","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,2,3,70.63,NA,NA,71.49,108.26,23.63
"PLB-029xTOM-0003","PLB-029","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,1,1,88.7,NA,NA,92.89,112.06,26.18
"PLB-048xTOM-0003","PLB-048","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,3,4,79.43,NA,NA,63.12,107.97,22.08
"PLB-019xTOM-0003","PLB-019","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,4,6,87.42,NA,NA,84.43,108.34,19.6
"PLB-030xTOM-0003","PLB-030","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,2,6,69.52,NA,NA,67.41,111.07,19.13
"PLB-047xTOM-0003","PLB-047","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,5,11,88.04,NA,NA,68.38,111.79,21.78
"PLB-008xTOM-0003","PLB-008","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,8,1,81.39,NA,NA,79.88,110.5,26.39
"PLB-025xTOM-0003","PLB-025","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,6,4,79.81,NA,NA,73.67,112.24,21.04
"PLB-022xTOM-0003","PLB-022","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,12,3,72.51,NA,NA,72.31,108.86,22.01
"PLB-026xTOM-0003","PLB-026","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,11,9,75.76,NA,NA,75.17,102.61,19.75
"PLB-033xTOM-0003","PLB-033","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,5,4,69.46,NA,NA,69.92,114.28,22.16
"PLB-053xTOM-0003","PLB-053","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,6,7,79.84,NA,NA,63.79,107.94,18.81
"PLB-049xTOM-0003","PLB-049","TOM-0003","EAST-2024-L3","EAST-2024-L3-B2",2,3,9,72.12,NA,NA,62.86,111.67,17.6
